Absolute Module Path,Module Position,Module Declaration,Module Complexity
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,20,void main07(String[] args),3
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,31,void main08(String[] args),1
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,43,void main09(String[] args),3
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,56,void main10(String[] args),6
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,69,void main11(String[] args),1
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,81,void main13(String[] args),0
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,92,void main14(String[] args),1
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,100,void main17(String[] args),4
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,117,void main20(String[] args),4
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,131,void main21(String[] args),2
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,144,void main22(String[] args),2
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,156,void main02(String[] args),5
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,174,void main06(String[] args),1
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,183,void main12(String[] args),3
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,196,void main23(String[] args),2
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,204,"void main03(int number1, int number2)",5
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,223,void main04(String[] args),7
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,240,void main05(String[] args),5
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,260,void main15(String[] args),9
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,281,void main16(String[] args),0
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,289,void main18(String[] args),7
D:\Eclipse\CognitiveComplexity\Test Files\cartella 123\project1.java,311,void main19(String[] args),3
D:\Eclipse\CognitiveComplexity\Test Files\MRUFileManager.java,63,MRUFileManager(),0
D:\Eclipse\CognitiveComplexity\Test Files\MRUFileManager.java,68,MRUFileManager(int maxSize),0
D:\Eclipse\CognitiveComplexity\Test Files\MRUFileManager.java,79,void save(),1
D:\Eclipse\CognitiveComplexity\Test Files\MRUFileManager.java,97,int size(),0
D:\Eclipse\CognitiveComplexity\Test Files\MRUFileManager.java,105,Object getFile(int index),1
D:\Eclipse\CognitiveComplexity\Test Files\MRUFileManager.java,116,InputStream getInputStream(int index),4
D:\Eclipse\CognitiveComplexity\Test Files\MRUFileManager.java,132,void set(File file),0
D:\Eclipse\CognitiveComplexity\Test Files\MRUFileManager.java,139,void set(URL url),0
D:\Eclipse\CognitiveComplexity\Test Files\MRUFileManager.java,146,String[] getMRUFileList(),5
D:\Eclipse\CognitiveComplexity\Test Files\MRUFileManager.java,172,void moveToTop(int index),0
D:\Eclipse\CognitiveComplexity\Test Files\MRUFileManager.java,182,void createConfigurationDirectory(),3
D:\Eclipse\CognitiveComplexity\Test Files\MRUFileManager.java,204,InputStream getInputStream(File file),0
D:\Eclipse\CognitiveComplexity\Test Files\MRUFileManager.java,218,InputStream getInputStream(URL url),0
D:\Eclipse\CognitiveComplexity\Test Files\MRUFileManager.java,225,void setMRU(Object o),2
D:\Eclipse\CognitiveComplexity\Test Files\MRUFileManager.java,240,void load(),10
D:\Eclipse\CognitiveComplexity\Test Files\MRUFileManager.java,267,String getFilename(),0
D:\Eclipse\CognitiveComplexity\Test Files\MRUFileManager.java,277,void setMaxSize(int maxSize),3
D:\Eclipse\CognitiveComplexity\Test Files\test\Nuova cartella\Appendix_C.java,5,MethodJavaSymbol overriddenSymbolFrom(ClassJavaType classType),19
D:\Eclipse\CognitiveComplexity\Test Files\test\Nuova cartella\Appendix_C.java,35,"void addVersion(final Entry entry, final Transaction txn)",35
D:\Eclipse\CognitiveComplexity\Test Files\test\Nuova cartella\Appendix_C.java,82,"String toRegexp(String antPattern, String directorySeparator)",20
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,201,project3(Class<?> klass),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,205,project3(String message),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,210,Object s1(),3
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,226,Object s2(),5
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,242,String compactString(String source),2
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,259,"void Grantee(String name, Grantee inGrantee, GranteeManager man)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,271,void quit(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,280,boolean s6(),3
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,296,void Date(int daysSince1970),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,304,"void TestMethodRunner(Object test, Method method, RunNotifier notifier, Description description)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,314,Vector getDatabaseURIs(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,326,void moveUnit(KeyEvent e),2
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,342,Object s11(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,352,void s12(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,365,"void assertEquals(String message, Object expected, Object actual)",8
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,376,Object removeName(String name),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,390,void s15(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,398,void s16(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,406,void s17(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,420,Result runMain(String... args),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,431,"void Constraint(HsqlName name, int[] mainCols, Table refTable, int[] refCols, int type, int deleteAction, int updateAction)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,440,void s20(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,448,void s21(),2
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,463,JPanel createSettingsPanel(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,471,void printFailures(Result result),3
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,481,long getNormalisedTime(long t),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,492,"boolean check(Unit u, PathNode p)",2
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,503,void s26(),2
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,517,Point comuteDisplayPointCentre(Dimension dim),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,525,void filter(Filter filter),4
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,536,void s29(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,549,void setMapTransform(MapTransform mt),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,558,String s31(),2
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,570,String createEnumeration(char[] toCharArray),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,578,void Date(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,591,"void ComparisonCompactor(int contextLength, String expected, String actual)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,598,Object s34(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,620,DisbandUnitAction(FreeColClient freeColClient),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,630,Object s36(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,641,Object s37(),5
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,664,void s39(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,679,Element deliverGift(Element element),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,688,void s41(),3
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,699,void removeProgram(Program program),3
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,711,"TestClassRunnerForParameters(Class<?> klass, Object[] parameters, int i)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,719,void link(IndexRowIterator other),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,727,void s45(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,740,This getGlobal(Interpreter declaringInterpreter),2
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,755,void readData(ObjectInputStream stream),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,769,"ComparisonFailure(String message, String expected, String actual)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,777,void close(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,794,void actionPerformed(ActionEvent evt),2
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,806,String getBaseName(String className),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,816,void s52(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,826,void s53(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,840,void s54(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,850,void s55(),3
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,868,NameSpace swap(NameSpace newTop),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,875,void s57(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,883,Object s58(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,891,boolean isReadOnly(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,901,Object s60(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,908,void s61(),3
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,920,void s62(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,931,Description getDescription(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,941,void s64(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,950,void s65(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,959,void s66(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,974,CharSequence addZero(int number),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,987,void run(RunNotifier notifier),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,995,void s69(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1005,void mousePressed(MouseEvent e),2
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1017,int getASMModifiers(Modifiers modifiers),2
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1030,Component(String message),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1034,"Component getListCellRendererComponent(JList list, Object value, int index, boolean isSelected, boolean cellHasFocus)",1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1049,String compact(String message),2
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1060,void s74(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1077,"void loadColorChip(GraphicsConfiguration gc, Color c)",1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1086,void s76(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1094,void s77(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1112,int s79(),3
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1129,void returnToTitle(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1143,void importPackage(String name),2
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1156,boolean s82(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1167,String getCountry(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1172,void filter2(Filter filter),4
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1183,void s84(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1198,void addMessage(GUIMessage message),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1208,"boolean jjCanMove_1(int hiByte, int i1, int i2, long l1, long l2)",3
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1221,Date correctTimeZone(final Date date),3
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1232,String getMessage(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1241,String getStateString(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1257,"boolean displayTileCursor(Tile tile, int canvasX, int canvasY)",6
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1272,"int jjMoveStringLiteralDfa18_0(long old1, long active1, long old2, long active2)",2
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1289,ElgatoChannel[] getAvailableChannels(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1317,void s94(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1328,void s95(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1341,void actionPerformed2(ActionEvent e),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1349,ActionMenu getButtonAction(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1362,void s98(),1
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1370,Object s99(),2
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1385,void purgeOldMessagesFromMessagesToIgnore(int thisTurn),6
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1397,long getTimeInMillis(Object tempCalDefault),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1401,void resetToTime(Object tempCalDefault),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1405,"void setTimeInMillis(Object tempCalDefault, long t)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1409,PrintWriter getWriter(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1413,boolean isPrimitive(Object returnType),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1417,void fireActionEvent(ActionEvent blinkEvent),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1421,void setStrictJava(Object strictJava),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1429,"boolean isEquals(Object expected, Object actual)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1434,void add(Object cancel),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1437,"void add(BtPanel btPanel, String borderLayout)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1441,"void add(TimeDateChooserPanel timeDateChooserPanel, String s)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1445,boolean isEmpty(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1449,int size(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1453,Object toArray(ProgramReceiveTarget[] programReceiveTargets),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1460,void setDefaultButton(Object ok),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1465,RootPane getRootPane(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1471,void moveActiveUnit(Object sw),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1477,boolean isMapboardActionsEnabled(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1481,Object getStrictJava(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1485,This getGlobal(Interpreter declaringInterpreter),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1490,"void super1(Class<?> aClass, Class<Before> beforeClass, Class<After> afterClass, Object test)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1494,boolean jj_scan_token(int i),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1498,ConnectController getConnectController(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1502,String computeCommonSuffix(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1506,String computeCommonPrefix(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1515,AbstractButton[] getSubItems(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1531,void quitGame(boolean b),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1543,Object getModifiers(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1547,Annotation[] getAnnotations(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1556,Description createSuiteDescription(Object name),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1560,void addChild(Object methodDescription),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1572,BshClassManager createClassManager(project3 tasks),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1584,Object readObject(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1588,String readInt(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1594,String id(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1616,"ActionEvent(project3 tasks, int eventId, String blink)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1621,"CapturePluginPanel(Object mOwner, Object mCloneData)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1624,void setBorder(Object emptyBorder),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1628,void setSelectedTab(Object mCurrentPanel),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1634,"Object createEmptyBorder(Object dluy5, Object dlux5, Object dluy51, Object dlux51)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1640,int getFailureCount(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1644,void setResultType(int sqldisconnect),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1650,Tile getTile(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1654,int getTurns(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1660,Object getXMLElementTagName(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1664,Object getFreeColGameObject(Object id),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1668,void readFromXMLElement(Element unitElement),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1672,BtPanel createHelpTextArea(Object msg),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1678,Settlement getSettlement(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1682,int getY(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1686,int getX(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1692,Object getOwner(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1698,"ChoiceItem(String s, Settlement s1)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1706,boolean shouldRun(Object description),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1710,void apply(Runner runner),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1716,Object getDescription(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1725,FreeColClient getActionManager(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1729,Object getFreeColAction(Object id),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1733,FreeColClient getImageLibrary(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1737,"Object getUnitButtonImageIcon(int unitButtonDisband, int i)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1741,FreeColClient getCanvas(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1745,"void repaint(int i, int i1, Object width, Object height)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1749,InGameInputHandler getInGameInputHandler(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1753,AbstractTranslet getClient(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1757,Game getGame(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1766,void setMessageHandler(InGameInputHandler inGameInputHandler),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1779,Object executeCallStatement(Object cs),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1783,Object executeDDLStatement(Object cs),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1787,Object executeDeleteStatement(Object cs),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1795,"void putValue(Object buttonImage, Object unitButtonImageIcon)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1799,"project3(FreeColClient freeColClient, String s, Object o, KeyStroke d)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1804,"Field resolveJavaField(Class clas, Object name, boolean b)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1810,Object getType(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1816,"LHS(Object object, Field field)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1822,"Variable(Object name, Object type, LHS lhs)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1827,boolean isValid(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1831,Object getId(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1835,Object getName(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1841,"ProgramReceiveTarget(project3 tasks, Object name, Object id)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1846,Object getName(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1850,Object getId(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1856,Boolean getCatalogName(Boolean aBoolean),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1860,void insertSys(Boolean[] row),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1864,Object getSchemaName(String clsName),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1868,Boolean getCatalogName(String clsName),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1872,"void checkColumnsMatch(Object mainColArray, Object refTable, Object refColArray)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1878,Object getAttribute(String id),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1884,"Element getChildElement(Element element, Object xmlElementTagName)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1888,String getMessageID(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1893,Unit getGame(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1898,Ns jj_consume_token(int eq),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1902,int jj_ntk(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1907,void unmark(Object mMarker),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1915,"PluginTreeNode findProgramTreeNode(Program program, boolean b)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1929,String message(String height),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1940,This getThis(Interpreter declaringInterpreter),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1945,int readInt(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1949,Object readUTF(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1959,void setOpaque(boolean b),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1963,void stopBlinking(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1967,boolean hasFocus(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1972,"String xy(int i, int i1)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1976,"Object msg(String help, String no_endtime_defined)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1982,TimeDateChooserPanel(Object date),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1987,SuiteMethod getMethod(String suite),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1991,String getName(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,1997,Object getModifiers(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2001,Object invoke(Object o),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2007,boolean isStatic(Object modifiers),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2019,"void addColumn(Ns t, String procedure_name, int varchar, boolean b)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2023,"void addColumn(Ns t, String procedure_cat, int varchar)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2028,Object get(Object color),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2033,"void loadMissionChip(GraphicsConfiguration gc, Object color, boolean expertMission)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2041,DriverFactory getInstance(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2045,"DeviceIf createDevice(String classname, String devname)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2051,InitializationError(String format),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2056,"Request errorReport(Object fTestClass, InitializationError error)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2060,Object getRunner(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2069,Object getAttribute(int infoConnectionReadonly),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2074,boolean getResponseBoolean(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2079,void remove(WareHouse warehouseDialog),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2084,void visitInsn(Object opcode),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2089,Object methodDescription(Method method),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2093,Object getName(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2100,"void changeSelection(Boolean[] row, int i, boolean b, boolean b1)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2104,"Object getValueAt(Boolean[] row, int i)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2108,ProgramTable getPluginManager(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2112,"JPopupMenu createPluginContextMenu(Program p, Object instance)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2118,Object getInstance(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2124,void addListener(Object adaptingListener),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2130,void run(TestResult result),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2135,Object createAdaptingListener(RunNotifier notifier),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2147,"TableWorks(Connection session, Ns t)",0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2152,int getY(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2156,int getX(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2160,Object getSource(),0
D:\Eclipse\CognitiveComplexity\Test Files\test\project3.java,2166,boolean hasModifier(String aPublic),0
